u,v,key,osmid,highway,name,oneway,ref,reversed,length,lanes,maxspeed,tunnel,width
1130958305,31254313,0,"[895804509, 895804511]",tertiary,御門通り,True,,False,34.1931318084399,,,,
1130958313,835996371,0,69963032,tertiary,銀中通り,False,,False,115.55809434348805,,,,
1130958313,835996352,0,69963032,tertiary,銀中通り,False,,True,119.78599122574542,,,,
1130958313,1130958745,0,97685613,tertiary,演舞場通り,False,,False,47.012019733838315,,,,
1130958313,1130958290,0,97685613,tertiary,演舞場通り,False,,True,73.53480105924845,,,,
1130958355,1130958663,0,172598640,primary,晴海通り,True,304,False,46.53953235041777,3,,,
1130958355,1130958646,0,97685638,unclassified,木挽町通り,True,,False,128.48031584569276,,,,
1130958386,1130958663,0,97685764,residential,,True,,False,125.54946924173547,,,,
1130958386,1130958646,0,680788592,unclassified,みゆき通り,True,,False,38.19303419059368,,30,,
1130958407,1130958618,0,895804510,tertiary,御門通り,True,,False,35.00133850691679,,,,
1130958426,1130958305,0,44049166,unclassified,,True,,False,112.39339093507485,1,,,
1130958426,31254298,0,97685754,unclassified,花椿通り,True,,False,66.90889526618356,,30,,
1130958441,475010342,0,539237086,primary,晴海通り,True,304,False,73.16346616166946,3,,,
1130958441,1130958464,0,44049166,unclassified,,True,,False,14.427291092339239,1,,,
1130958464,559979730,0,44049166,unclassified,,True,,False,107.93706820666041,1,,,
1130958464,1130958964,0,97685763,unclassified,,True,,False,43.896014878669504,,,,
1130958517,835996339,0,269150840,primary,晴海通り,True,304,False,60.17056246737563,3,,,
1130958520,1891432787,0,39629550,unclassified,交詢社通り,True,,False,49.528158272749366,,,,
1130958543,565362110,0,27695604,unclassified,並木通り,True,,False,49.02938626996499,,,,10
1130958543,2135828653,0,97685625,residential,,True,,False,64.45814179488524,,,,
1130958546,1130958426,0,97685754,unclassified,花椿通り,True,,False,33.64048167290529,,30,,
1130958546,559359763,0,43988828,unclassified,,True,,False,131.23854470321783,,,,
1130958558,1130958573,0,97685673,unclassified,木挽町通り,False,,True,9.799396680928174,,,,
1130958558,835996327,0,172598650,tertiary,中央市場通り,True,,False,34.664606141731326,2,,,
1130958573,1130958558,0,97685673,unclassified,木挽町通り,False,,False,9.799396680928174,,,,
1130958573,835996352,0,69963044,tertiary,中央市場通り,True,,False,69.81945882268829,2,,,
1130958590,1130958520,0,97685619,unclassified,信楽通り,True,,False,128.9913818608824,,,,
1130958590,1130958758,0,97685754,unclassified,花椿通り,True,,False,38.47447859864626,,30,,
1130958602,1130958520,0,39629550,unclassified,交詢社通り,True,,False,46.546846608917306,,,,
1130958602,1130958758,0,97685728,unclassified,銀座三原通り,True,,False,129.6200270431073,,,,
1130958618,1130958590,0,97685619,unclassified,信楽通り,True,,False,122.65944470989159,,,,
1130958618,499185790,0,895804510,tertiary,御門通り,True,,False,39.197682203140275,,,,
1130958646,1715778976,0,97685638,unclassified,木挽町通り,True,,False,63.83415746588085,,,,
1130958646,835996371,0,680788592,unclassified,みゆき通り,True,,False,69.4843977366204,,30,,
1130958663,31254309,0,172598640,primary,晴海通り,True,304,False,48.19527934804655,3,,,
1130958668,1130958517,0,97685780,unclassified,木挽町通り,True,,False,142.93166683435905,,,,
1130958668,951247002,0,342481201,unclassified,松屋通り,True,,False,65.25133565297442,,,,
1130958685,1130958290,0,97685613,tertiary,演舞場通り,False,,False,34.66318386970761,,,,
1130958685,1130958976,0,97685613,tertiary,演舞場通り,False,,True,42.00744496225073,,,,
1130958685,1715779072,0,159457555,residential,,False,,True,59.08679139801842,,,,
1130958745,1130958313,0,97685613,tertiary,演舞場通り,False,,True,47.012019733838315,,,,
1130958745,1130958331,0,97685661,unclassified,,True,,False,118.97863876285669,,,,
1130958758,1130958407,0,97685728,unclassified,銀座三原通り,True,,False,111.77176506984445,,,,
1130958758,1130958546,0,97685754,unclassified,花椿通り,True,,False,31.343273534599298,,30,,
1130958801,1130958573,0,69963044,tertiary,中央市場通り,True,,False,34.31977974859301,2,,,
1130958801,835996327,0,97685704,unclassified,,False,,False,11.207371836876053,,30,,
1130958801,1130958685,0,97685735,unclassified,,True,,False,120.7719491385142,,,,
1130958878,951246999,0,680788593,primary,晴海通り,True,304,False,63.15513157769294,3,,,
1130958910,835996333,0,651701877,tertiary,銀中通り,False,,True,35.077859979112525,,,,
1130958910,1130958558,0,97685642,unclassified,木挽町通り,True,,False,71.1635991335524,,,,
1130958910,835996360,0,"[69963032, 651701877]",tertiary,銀中通り,False,,False,138.06787151920938,,,,
1130958932,1130958602,0,97685728,unclassified,銀座三原通り,True,,False,131.15346934235427,,,,
1130958932,559359760,0,680788592,unclassified,みゆき通り,True,,False,29.842116990486375,,30,,
1130958964,5218144609,0,97685763,unclassified,,True,,False,32.0537716823537,,,,
1130958976,835996368,0,580847357,primary,昭和通り,True,316,False,71.70205158626946,,,,
1130958976,1130958685,0,97685613,tertiary,演舞場通り,False,,False,42.00744496225073,,,,
1130958981,1130958932,0,39629578,unclassified,みゆき通り,True,,False,53.01194540538942,,30,,
1130958981,1130958878,0,240392412,unclassified,あづま通り,True,,False,127.4944344739258,,,,
1715778976,1715779072,0,159457557,residential,,False,,True,38.65987514300931,,,,
1715778976,1130958290,0,97685638,unclassified,木挽町通り,True,,False,57.27219017882428,,,,
1715779072,1715778976,0,159457557,residential,,False,,False,38.65987514300931,,,,
1715779072,1130958685,0,159457555,residential,,False,,False,59.08679139801842,,,,
1715779072,1715779074,0,159457557,residential,,False,,True,42.87522474245921,,,,
1715779074,1130958976,0,580847357,primary,昭和通り,True,316,False,60.614587180374194,,,,
1715779074,1715779072,0,159457557,residential,,False,,False,42.87522474245921,,,,
1721499195,559359752,0,4848928,primary,昭和通り,True,316,False,54.849633757275626,,,,
1721499195,1721499345,0,160074527,unclassified,,True,,False,65.58319186101733,,,,
1721499345,1130958426,0,44049166,unclassified,,True,,False,79.61679325552541,1,,,
1891432787,31254333,0,39629550,unclassified,交詢社通り,True,,False,7.102881486574394,,,,
1891432787,31254325,0,538982927,trunk,中央通り,True,15,False,129.53579953644328,2,50,,
2019136813,387769191,0,39629507,residential,,True,,False,38.08960377530688,,,,
2019136813,2019136815,0,191324188,unclassified,,False,,False,43.92210624038924,,,,
2019136815,475010618,0,39520581,unclassified,銀座コリドー通り,True,,False,93.74369783022658,,,,
2019136815,2019136813,0,191324188,unclassified,,False,,True,43.92210624038924,,,,
2135828535,2135828537,0,726941893,tertiary,御門通り,True,,False,8.558567900243522,,,,
2135828537,1105125191,0,39520581,unclassified,銀座コリドー通り,True,,False,113.67432616626374,,,,
2135828537,2135828550,0,319196850,secondary,外堀通り,True,405,False,101.19991071613507,,,,
2135828545,473470387,0,27695605,unclassified,,True,,False,33.654929264167016,,,,
2135828545,2135828535,0,319195388,secondary,外堀通り,True,405,False,101.83662121053565,,,,
2135828550,304153031,0,240595359,tertiary,,False,,False,5.275825860283356,2,,,
2135828550,1105125191,0,240595359,tertiary,,False,,True,50.34601575048142,2,,,
2135828550,2135828579,0,319196850,secondary,外堀通り,True,405,False,103.3947234128102,,,,
2135828574,565362075,0,240595361,unclassified,花椿通り,True,,False,33.02704167842997,,,,
2135828574,2135828545,0,319195388,secondary,外堀通り,True,405,False,103.7304939520948,,,,
2135828579,565362074,0,44492913,unclassified,花椿通り,False,,False,5.149257982814962,,,,
2135828579,387769191,0,44492913,unclassified,花椿通り,False,,True,47.328490867714734,,,,
2135828579,2135828613,0,319196850,secondary,外堀通り,True,405,False,129.38241432532317,,,,
2135828611,2135828613,0,33847144,unclassified,交詢社通り,True,,False,7.7583656231718,,,,
2135828611,2135828574,0,319195388,secondary,外堀通り,True,405,False,129.22237387945992,,,,
2135828613,387769189,0,33847144,unclassified,交詢社通り,True,,False,47.27823442867242,,,,
2135828613,2135828631,0,319196850,secondary,外堀通り,True,405,False,131.42371687268263,,,,
2135828629,473470385,0,39629578,unclassified,みゆき通り,True,,False,32.22214945007057,,30,,
2135828629,2135828611,0,319195388,secondary,外堀通り,True,405,False,131.64777223528912,,,,
2135828631,2135828629,0,39629578,unclassified,みゆき通り,True,,False,7.742823667529365,,30,,
2135828631,2135828641,0,319196850,secondary,外堀通り,True,405,False,131.94311259825417,,,,
2135828639,2135828641,0,682718132,primary,晴海通り,True,304,False,9.517661783781092,3,,,
2135828639,2135828629,0,319195388,secondary,外堀通り,True,405,False,131.55965330211572,,,,
2135828641,2135828644,0,942581089,secondary,外堀通り,True,405,False,10.79399050930418,,,,
2135828641,573250483,0,"[459563825, 942581084]",primary,晴海通り,True,304,False,40.05492608267971,4,,,
2135828643,2135828639,0,942581087,secondary,外堀通り,True,405,False,11.15441801377873,,,,
2135828643,473470182,0,"[942581082, 884274229]",primary,晴海通り,True,304,False,74.32763756260374,3,,,
2135828644,2135828643,0,942581088,primary,晴海通り,True,304,False,9.313320244777481,3,,,
2135828644,3949376510,0,"[942581083, 319195387]",secondary,外堀通り,True,405,False,113.50991811400641,,,,
2135828653,2135828643,0,342481199,secondary,外堀通り,True,405,False,62.28058662225554,,,,
2135828659,2135828653,0,342481199,secondary,外堀通り,True,405,False,51.548751785060304,,,,
2135828659,565362110,0,342481201,unclassified,松屋通り,True,,False,55.13913813279513,,,,
2135828662,2135828666,0,319195387,secondary,外堀通り,True,405,False,95.30345561925743,,,,
2135828665,2135828666,0,240392373,residential,,True,,False,10.916264625646443,,,,
2135828665,2135828659,0,922026090,secondary,外堀通り,True,405,False,132.34958515806323,,,,
2135828666,2135828672,0,319195387,secondary,外堀通り,True,405,False,120.41167387454448,,,,
2135828671,1105152951,0,95277526,unclassified,銀座柳通り,True,,False,53.462860576611405,,,,
2135828671,2135828665,0,922026090,secondary,外堀通り,True,405,False,127.73734000867834,,,,
2135828672,2135828671,0,"[263802549, 95277526]","['tertiary', 'unclassified']",銀座柳通り,True,,False,13.949297219175119,,,,
2135828672,8559939434,0,319195387,secondary,外堀通り,True,405,False,58.04248480756551,,,,
2135828675,8559939434,0,922026089,tertiary_link,,False,,False,10.268620005067845,,,,
2135828675,1105152922,0,690198420,tertiary,銀座桜通り,False,,True,67.07961281490495,,,,
2135828675,2135828671,0,922026090,secondary,外堀通り,True,405,False,51.748082859351726,,,,
2153861395,1070638135,0,69963039,primary,昭和通り,True,316,False,63.51549953125301,,,,
2153861395,835996368,0,"[1245989826, 92223208, 760778286, 760779954, 4848924, 1245989823]",primary,昭和通り,True,316,False,794.5887763573156,,,yes,
2153861397,1070638231,0,1245989819,primary,昭和通り,True,316,False,50.02885085202231,,,,
2153861397,2153861398,0,205411851,residential,,False,,True,63.555995938460725,,,,
2153861398,2153861397,0,205411851,residential,,False,,False,63.55599593846073,,,,
2153861398,1105125749,0,856631371,unclassified,,True,,False,80.76096790614712,1,30,,
2172319420,31254274,0,879780891,primary,海岸通り,True,316,False,42.541857908518196,4,50,,
2882602655,2135828665,0,44492916,residential,銀座マロニエ通り,True,,False,39.104635296531114,,,,
2882602655,1105152951,0,95277528,unclassified,,True,,False,128.79567991642074,,,,
3949376510,2135828659,0,391900818,unclassified,松屋通り,True,,False,10.652661327974853,,,,
3949376510,2135828662,0,319195387,secondary,外堀通り,True,405,False,35.27102285421856,,,,
5110457571,5110457574,0,525291476,tertiary,,False,,False,59.662038816219635,,,,
5110457571,31255183,0,856631371,unclassified,,True,,False,49.489635575683124,1,30,,
5110457574,5110476586,0,23489017,primary,昭和通り,True,316,False,31.766726333367064,,,,
5110457574,5110457571,0,525291476,tertiary,,False,,True,59.662038816219635,,,,
5110457575,5110457577,0,525291477,tertiary,,False,,False,52.51913832531251,,,,
5110457577,5110457575,0,525291477,tertiary,,False,,True,52.51913832531251,,,,
5110457577,1070638366,0,968060905,primary,昭和通り,True,316,False,43.97628322619888,,,,
5218144609,1130958932,0,904911911,unclassified,,True,,False,106.31214951824688,,,,
5218144609,475010342,0,904911912,unclassified,,False,,False,16.925411356557444,,,,
6188342496,565362093,0,"[660991124, 39520581]",unclassified,"['銀座コリドー通り', 'みゆき通り']",True,,False,67.07793565922867,,,,
7004247499,7004247500,0,748989992,residential,,False,,False,14.050952196860054,,,,
7004247500,1105152856,0,207093731,residential,銀座ガス灯通り,True,,False,73.65279978462533,,,,
7004247500,7004247499,0,748989992,residential,,False,,True,14.050952196860054,,,,
7094898112,31253776,0,879780891,primary,海岸通り,True,316,False,47.19788002863755,4,50,,
8559939434,2135828675,0,922026089,tertiary_link,,False,,True,10.268620005067845,,,,
9510994556,31253982,0,"[879780891, 271720683]",primary,海岸通り,True,316,False,61.6823457494713,4,50,,
10154457637,473471752,0,39521349,unclassified,数寄屋通り,True,,False,125.91940865962252,,,,
11583657069,2153861397,0,1245989819,primary,昭和通り,True,316,False,28.22254215687745,,,,
11583657070,1105125486,0,1245989824,primary,昭和通り,True,316,False,52.3419052657584,,,,
