u,v,key,osmid,highway,name,oneway,ref,reversed,length,geometry,lanes,maxspeed,bridge,tunnel,width,access
1281075355,11492076121,0,112773554,unclassified,,False,,False,285.1186271741965,"LINESTRING (137.341043 37.4742029, 137.3390751 37.4762245)",,,,,,
1281075398,4414562202,0,112771390,unclassified,,False,,False,14.27701021975114,"LINESTRING (137.2672125 37.439979, 137.2673556 37.4400388)",,,,,,
1281075398,1281089892,0,112771390,unclassified,,False,,True,53.30776831037968,"LINESTRING (137.2672125 37.439979, 137.2672091 37.4394996)",,,,,,
1281075398,10874967606,0,1169519254,unclassified,,False,,False,55.28276060687214,"LINESTRING (137.2672125 37.439979, 137.2671363 37.4404724)",,,,,,
1281075412,11504796830,0,112770782,unclassified,,False,,False,241.27764482975127,"LINESTRING (137.1719437 37.5012973, 137.1740972 37.5012037)",,,,,,
1281075439,5265054024,0,112770784,residential,,False,,False,185.3151254713925,"LINESTRING (137.211112 37.5059155, 137.2112161 37.5042576)",,,,,,
1281075439,11486225818,0,1237186971,primary,大谷狼煙飯田線,False,28,False,120.45848729642148,"LINESTRING (137.211112 37.5059155, 137.2123761 37.5063175)",2.0,40,,,,
1281075439,11490996065,0,"[1237186971, 1237186973]",primary,大谷狼煙飯田線,False,28,True,308.6628110295304,"LINESTRING (137.211112 37.5059155, 137.2076485 37.5055842)",2.0,40,,,,
1281075503,1281132359,0,112770388,unclassified,,False,,False,225.85472821637205,"LINESTRING (137.2693251 37.4474851, 137.2693837 37.4454613)",,,,,,
1281075540,1281080066,0,112772007,unclassified,,False,,True,362.7006469857568,"LINESTRING (137.19354 37.4600117, 137.192829 37.4580169)",,,,,,
1281075579,1281146080,0,112772598,unclassified,,False,,True,49.358297988483045,"LINESTRING (137.3237296 37.4569875, 137.3238434 37.4574221)",,,,,,
1281075579,1281141246,0,112770757,residential,,False,,False,111.08470961611522,"LINESTRING (137.3237296 37.4569875, 137.324745 37.456563)",,,,,,
1281075579,1281103144,0,112772598,unclassified,,False,,False,319.489089791291,"LINESTRING (137.3237296 37.4569875, 137.3218216 37.4545662)",,,,,,
1281075582,1281084763,0,112772145,unclassified,,False,,False,254.4422602664596,"LINESTRING (137.1557756 37.4462134, 137.1584077 37.4456356)",,,,,,
1281075589,1281142872,0,112770812,unclassified,,False,,False,47.51979717889828,"LINESTRING (137.2678803 37.4402905, 137.2675987 37.4406547)",,,,,,
1281075589,4598154697,0,112773683,unclassified,,False,,False,47.2078368755209,"LINESTRING (137.2678803 37.4402905, 137.2681768 37.4399372)",,,,,,
1281075589,4414562202,0,112771390,unclassified,,False,,True,54.13255056351386,"LINESTRING (137.2678803 37.4402905, 137.2673556 37.4400388)",,,,,,
1281075599,1281145347,0,112773259,unclassified,,False,,False,60.00683427468498,"LINESTRING (137.2492377 37.4281256, 137.2488583 37.4284154)",,,,,,
1281075599,1281141822,0,112774037,residential,,False,,True,92.30194393799808,"LINESTRING (137.2492377 37.4281256, 137.2486757 37.4274466)",,,,,,
1281075599,1281085329,0,464870700,unclassified,,False,,True,64.25520953685937,"LINESTRING (137.2492377 37.4281256, 137.2498699 37.4278406)",,,,,,
1281075616,1281140270,0,"[112771137, 112774659, 112773205]",tertiary,,False,,False,639.7536182585168,"LINESTRING (137.3421525 37.4496482, 137.335 37.4487659)",2.0,,,,,
1281075616,1281082963,0,"[112771754, 112771442, 112773861, 112774199]",tertiary,,False,,True,550.3199467939578,"LINESTRING (137.3421525 37.4496482, 137.347597 37.4520326)",2.0,,,,,
1281075616,1281110312,0,"[112770400, 112773570, 112773901]",unclassified,,False,,False,773.8419994231291,"LINESTRING (137.3421525 37.4496482, 137.3432568 37.4430952)",,,,,,
1281075619,1281074079,0,112771143,unclassified,,False,,True,12.050418710075808,"LINESTRING (137.2396702 37.4572924, 137.2396589 37.4571844)",,,,,,
1281075619,11486766456,0,112771143,unclassified,,False,,False,67.76089847058215,"LINESTRING (137.2396702 37.4572924, 137.2396289 37.4578936)",,,,,,
1281075619,11486766452,0,112773212,unclassified,,False,,True,63.60700733087232,"LINESTRING (137.2396702 37.4572924, 137.2391469 37.4576786)",,,,,,
1281075660,1281109065,0,112771694,tertiary_link,珠洲道路,True,,False,211.34545848245943,"LINESTRING (137.2502963 37.430569, 137.2517944 37.4320511)",1.0,,,,,
1281075660,1281081150,0,112772035,unclassified,,False,,True,249.14832066240723,"LINESTRING (137.2502963 37.430569, 137.2484335 37.4322221)",,,,,,
1281075660,1281076009,0,112774108,unclassified,,False,,False,43.610065303984776,"LINESTRING (137.2502963 37.430569, 137.250643 37.4302953)",,,,,,
1281075707,11487169241,0,112774660,tertiary,珠洲広域農道,False,,True,29.21994712573574,"LINESTRING (137.2229566 37.4623533, 137.2232842 37.4623912)",,,,,,
1281075707,1281080973,0,"[112774128, 112772459]",residential,,False,,True,198.3732459018861,"LINESTRING (137.2229566 37.4623533, 137.2226255 37.4605893)",,,,,,
1281075707,11487169231,0,112774660,tertiary,珠洲広域農道,False,,False,66.26631675951866,"LINESTRING (137.2229566 37.4623533, 137.2223046 37.4620819)",,,,,,
1281075790,1281143367,0,112772389,unclassified,,False,,False,110.79571185148862,"LINESTRING (137.1630128 37.4805123, 137.162344 37.4796867)",,,,,,
1281075790,1281079702,0,112772904,unclassified,,False,,True,471.2707260228921,"LINESTRING (137.1630128 37.4805123, 137.1580852 37.4796281)",,,,,,
1281075790,1281125352,0,"[112771090, 112773581]",unclassified,,False,,False,367.19438199332376,"LINESTRING (137.1630128 37.4805123, 137.1660001 37.4823284)",,,,,,
1281075820,1281071528,0,112772882,primary,珠洲穴水線,False,26,False,709.9446209388847,"LINESTRING (137.1899239 37.3977388, 137.1840626 37.3934149)",2.0,40,,,,
1281075820,1281118651,0,112772882,primary,珠洲穴水線,False,26,True,597.5182758147756,"LINESTRING (137.1899239 37.3977388, 137.1963174 37.3982618)",2.0,40,,,,
1281075820,1281118651,1,112773971,residential,,False,,True,624.93543215713,"LINESTRING (137.1899239 37.3977388, 137.1963174 37.3982618)",,,,,,
1281075883,1281073188,0,112771677,residential,,False,,True,371.2924239707662,"LINESTRING (137.2212456 37.4616019, 137.2174953 37.4625229)",,,,,,
1281075883,1281099452,0,112771942,residential,,False,,False,57.65656645707905,"LINESTRING (137.2212456 37.4616019, 137.2218384 37.4613962)",,,,,,
1281075883,1281069863,0,112771942,residential,,False,,True,193.337414869552,"LINESTRING (137.2212456 37.4616019, 137.2192047 37.4612792)",,,,,,
1281075924,1281133535,0,112771822,unclassified,,False,,False,101.95798624633817,"LINESTRING (137.1202959 37.4896275, 137.1212531 37.4891454)",,,,,,
1281075924,1281082619,0,112772744,trunk,国道249号,False,249,False,242.68922365053427,"LINESTRING (137.1202959 37.4896275, 137.1223376 37.4910861)",2.0,40,,,,
1281075924,5748076687,0,112772744,trunk,国道249号,False,249,True,834.0667139601162,"LINESTRING (137.1202959 37.4896275, 137.1129742 37.4862011)",2.0,40,,,,
1281075988,1281073196,0,112771640,residential,,False,,False,120.78781406181648,"LINESTRING (137.2788132 37.4434521, 137.2786447 37.4445301)",,,,,,
1281075988,10874967749,0,112772875,residential,,False,,True,37.63338604787008,"LINESTRING (137.2788132 37.4434521, 137.2792301 37.4435227)",,,,,,
1281075988,10874967759,0,"[112770961, 112771603]","['unclassified', 'residential']",,False,,True,86.68803355185089,"LINESTRING (137.2788132 37.4434521, 137.2791974 37.4427718)",,,,,,
1281075988,1281144229,0,1021824646,residential,,False,,True,263.5433643976046,"LINESTRING (137.2788132 37.4434521, 137.2758863 37.4430268)",,,,,,
1281076009,1281130419,0,112770554,unclassified,,False,,False,165.39264883694287,"LINESTRING (137.250643 37.4302953, 137.252031 37.429384)",,,,,,
1281076009,1281109491,0,112771047,tertiary_link,珠洲道路,True,,False,248.7552984171994,"LINESTRING (137.250643 37.4302953, 137.2489456 37.4285118)",1.0,60,,,,
1281076009,1281075660,0,112774108,unclassified,,False,,True,43.610065303984776,"LINESTRING (137.250643 37.4302953, 137.2502963 37.430569)",,,,,,
1281076042,1281088828,0,112774248,residential,,False,,True,54.09158606966221,"LINESTRING (137.258744 37.436291, 137.2590134 37.4358541)",,,,,,
1281076069,11491115531,0,112772275,unclassified,,False,,False,5.604631731931148,"LINESTRING (137.3187868 37.4403804, 137.3187811 37.4403302)",,,,,,
1281076069,1281074576,0,464726853,primary,大谷狼煙飯田線,False,28,False,4.816698784484115,"LINESTRING (137.3187868 37.4403804, 137.3187325 37.4403846)",2.0,,,,,
1281076069,1281142171,0,464726853,primary,大谷狼煙飯田線,False,28,True,133.76027306888142,"LINESTRING (137.3187868 37.4403804, 137.3201887 37.4408203)",2.0,,,,,
1281076085,1281070433,0,112771433,unclassified,,False,,True,86.64522457865873,"LINESTRING (137.2406464 37.4208955, 137.2396669 37.4209406)",,,,,,
1281076085,11492273236,0,112770609,unclassified,,False,,False,88.7788909652931,"LINESTRING (137.2406464 37.4208955, 137.2416482 37.4208409)",,,,,,
