u,v,key,osmid,highway,oneway,reversed,length,bridge,name,ref,lanes,maxspeed,tunnel,width,est_width,access
1281085457,1281073213,0,1317538757,trunk,False,True,45.952442904887924,,国道249号,249,2,40,,,,
1281085477,1281122213,0,112771187,unclassified,False,False,248.71062608522942,,,,,,,,,
1281085484,1281143078,0,112772569,residential,False,False,25.767032211788383,,,,,,,,,
1281085484,1281136835,0,112773446,primary,False,True,120.47814538643287,,蛸島港線,12;28;52,2,50,,,,
1281085484,1281073294,0,112772032,residential,False,True,58.19761082629001,,,,,,,,,
1281085484,1281110038,0,112773446,primary,False,False,185.1846995708672,,蛸島港線,12;28;52,2,50,,,,
1281085515,1281130408,0,112770502,unclassified,False,False,51.492778098774906,,,,,,,,,
1281085515,1281099684,0,112771095,tertiary,False,False,188.76108181790283,,,,2,,,,,
1281085515,1281084916,0,112771095,tertiary,False,True,103.14394262107373,,,,2,,,,,
1281085515,4598038943,0,464729377,tertiary,False,True,76.47368954103653,,,,2,,,,,
1281085530,1281107986,0,112773755,tertiary,False,True,104.02729367698585,,,,2,,,,,
1281085530,11492724733,0,738830303,tertiary,False,True,27.50788133658488,,,,2,,,,,
1281085530,1281111606,0,112771629,residential,False,True,166.03386751387941,,,,,,,,,
1281085599,1281087861,0,"[112771115, 112771276, 112772454]",unclassified,False,False,2246.9583930813715,,,,,,,,,
1281085599,1281079746,0,112773494,tertiary,False,False,84.95972479199625,,珠洲広域農道,,,,,,,
1281085599,1281141357,0,112773494,tertiary,False,True,1980.705079247344,,珠洲広域農道,,,,,,,
1281085607,1281140169,0,112771338,tertiary,False,False,279.3482336517656,,,,,,,,,
1281085607,1281094505,0,112771338,tertiary,False,True,160.50074429828067,,,,,,,,,
1281085607,1281143041,0,112772228,unclassified,False,False,306.0952421467525,,,,,,,,,
1281085627,1281093936,0,112772759,unclassified,False,True,108.21545433179631,,,,,,,,,
1281085627,1281085274,0,"[112774313, 112774076, 112774038]",unclassified,False,"[False, True]",1419.9044120710755,,,,,,,,,
1281085627,1281068967,0,"[112770714, 112774883, 112773863]",unclassified,False,"[False, True]",475.4338914129523,yes,,,,,,,,
1281085665,1281116641,0,112771468,primary,False,False,188.84933037788207,,折戸飯田線,52,2,,,,,
1281085665,1281074393,0,112771468,primary,False,True,426.0195662586839,,折戸飯田線,52,2,,,,,
1281085665,11486775257,0,112772394,unclassified,False,True,179.83741870739127,,,,,,,,,
1281085792,11492035522,0,112770641,unclassified,False,False,189.74629375564467,,,,,,,,,
1281085792,1281122141,0,"[112771014, 112773031]",tertiary,False,True,147.84373640386588,,,,2,,,,,
1281085792,1281089528,0,"[112770370, 421303260, 421303261]",tertiary,False,False,389.9605140701849,yes,,,,,,,,
1281085816,1281080095,0,112770486,primary,False,True,51.19484036008086,,大谷狼煙飯田線,28,2,40,,,,
1281085816,1281120811,0,112770356,residential,False,False,449.9561444567896,,,,,,,,,
1281085816,1281077335,0,112770486,primary,False,False,410.75789857428646,,大谷狼煙飯田線,28,2,40,,,,
1281085854,1281131571,0,112771933,tertiary,False,False,2055.410168169699,,,,,,,,,
1281085854,1281091394,0,112771933,tertiary,False,True,277.66584495515644,,,,,,,,,
1281085854,1281111405,0,112772558,trunk,False,False,677.4878586039114,,国道249号,249,2,60,,,,
1281085854,11496903660,0,"[112771265, 112770755, 112772558, 112773327, 127757438]",trunk,False,"[False, True]",953.9080008846472,yes,国道249号,249,2,60,yes,,,
1281085892,1281088327,0,112773421,unclassified,False,True,453.2054350203876,,,,,,,,,
1281085892,1281098805,0,112773523,unclassified,False,False,466.1178139067021,,,,,,,,,
1281085892,1281069635,0,"[112770424, 112773097, 112773549]",unclassified,False,"[False, True]",2204.5412764631715,,,,,,,,,
1281085964,1281112786,0,112771608,primary,False,False,306.0922740321963,,珠洲道路,26,2,60,,,,
1281085964,11491968310,0,112771910,trunk,True,False,152.64682637951293,,国道249号,249,1,60,,,,
1281085964,1281129029,0,112772476,trunk,False,True,153.64301288509637,,国道249号,249,2,60,,,,
1281086015,1281073679,0,"[1237257483, 112771468, 1237257484]",primary,False,"[False, True]",769.0127176007982,,折戸飯田線,52,2,,,,,
1281086015,1281110925,0,112771468,primary,False,True,85.05396415400945,,折戸飯田線,52,2,,,,,
1281086015,1281088327,0,"[112773305, 1237202810, 1237202811, 1237163741, 1237163742]",unclassified,False,True,307.981620159821,yes,,,,,,,,
1281086027,11491304276,0,112771798,unclassified,False,True,498.9456552070722,,,,,,,,,
1281086027,1281086453,0,628961103,tertiary,False,False,544.5605710508568,,珠洲広域農道,,2,,,,,
1281086027,1281072040,0,"[628961095, 1236917142, 628961103]",tertiary,False,True,1880.8612525255119,yes,珠洲広域農道,,2,,,,,
1281086029,1281090837,0,112773420,unclassified,False,True,426.10201155302576,,,,,,,,,
1281086095,1281137596,0,112771709,secondary,False,False,245.49702311990308,,粟津正院線,287,,40,,,,
1281086095,1281140282,0,112771709,secondary,False,True,351.28345710925475,,粟津正院線,287,,40,,,,
1281086095,11491052903,0,112772461,unclassified,False,True,218.32377392327055,,,,,,,,,
1281086133,1281071042,0,112772560,tertiary,False,True,204.7797936316913,,,,2,,,,,
1281086133,1281072391,0,112773196,tertiary,False,False,73.83061395594846,,,,2,,,,,
1281086133,1281142872,0,112773196,tertiary,False,True,210.46384204590169,,,,2,,,,,
1281086168,1281110329,0,112774748,unclassified,False,False,1703.6523583618284,,,,,,,,,
1281086168,1281073308,0,112774948,residential,False,False,43.69290134823712,,,,,,,,,
1281086168,1281112339,0,112774948,residential,False,True,313.84925531809427,,,,,,,,,
1281086171,11489749304,0,112774597,residential,False,False,98.02436552381265,,,,,,,,,
1281086171,1281143332,0,"[112773064, 112771036, 112774597]","['unclassified', 'residential']",False,True,4302.697688810261,,,,,,,,,
1281086171,11489749303,0,1237131971,residential,False,False,63.94582983981447,,,,,,,,,
1281086297,1281141992,0,112771521,primary,False,True,210.78504459051007,,珠洲穴水線,26,2,,,,,
1281086297,1281137429,0,112772571,tertiary,False,False,150.61624595051396,,珠洲広域農道,,2,,,,,
1281086297,1281069767,0,1238085166,tertiary,False,True,1169.6876041083117,,珠洲広域農道,,2,,,,,
1281086395,1281080419,0,112771322,secondary,False,False,76.57031454349905,,高屋出田線,285,2,,,,,
1281086395,1281088520,0,112771322,secondary,False,True,756.2590124924086,,高屋出田線,285,2,,,,,
1281086395,1281141443,0,112771595,unclassified,False,False,314.2145431510047,,,,,,,,,
1281086453,1281119436,0,"[628961105, 628961106, 628961107, 628961103]","['tertiary', 'unclassified']",False,False,375.2804043321828,yes,珠洲広域農道,,2,,,,,
1281086453,1281086027,0,628961103,tertiary,False,True,544.5605710508568,,珠洲広域農道,,2,,,,,
1281086453,1281116969,0,"[112774599, 1237308488, 1237308489, 1237334984, 112773905, 112770908]",unclassified,False,"[False, True]",638.3352651680106,yes,,,,,,,,
1281086493,1281110295,0,"[112770529, 112774916, 112774886, 112772334, 112770708, 112772760]",unclassified,False,True,3192.123825000416,,,,,,,,,
1281086493,1281087861,0,112772226,unclassified,False,False,86.40762501539359,,,,,,,,,
1281086493,1281079546,0,"[112770983, 112773704, 112774441, 112772487, 112772269, 112772946, 1236895188, 112774873, 112774045]",unclassified,False,"[False, True]",5300.407905171233,,,,,,,,,
1281086541,1281069855,0,"[1237294641, 112771162]",unclassified,False,True,271.7657147173328,,,,,,,,,
1281086580,11486765614,0,1236968499,residential,False,True,64.35998555248057,,,,,,,,,
1281086588,3762914192,0,1237773605,unclassified,False,False,16.110349326835074,,,,,,,,,
1281086588,1281145920,0,112770543,unclassified,False,False,194.5481386017303,,,,,,,,,
1281086588,1281102666,0,112770543,unclassified,False,True,248.81753790883718,,,,,,,,,
1281086592,1281143564,0,112772025,unclassified,False,True,320.2988582161233,,,,,,,,,
1281086643,11486848428,0,"[112773400, 112773338]",unclassified,False,True,139.2375952910601,,,,,,,,,
1281086654,1281143861,0,112773891,unclassified,False,True,60.34992611641889,,,,,,,,,
1281086654,1281120730,0,112770551,tertiary,False,False,97.70290079731096,,国道249号旧道,,2,40,,,,
1281086654,3762350577,0,112770551,tertiary,False,True,169.52840412554878,,国道249号旧道,,2,40,,,,
1281086654,1281115155,0,"[112774937, 112772897, 112773583]",unclassified,False,True,202.62843473380966,,,,,,,,,
1281086774,11491756805,0,112771959,unclassified,False,False,5.474668533981066,,,,,,,,,
1281086774,1281103964,0,"[112774035, 112771959]",unclassified,False,True,490.0543699842908,,,,,,,,,
1281086774,11491743973,0,112774082,residential,False,False,190.60204659149187,,,,,,,,,
1281086829,1281147125,0,112772098,unclassified,False,False,134.26897845831218,,,,,,,,,
1281086829,1281087193,0,1236753332,residential,False,True,44.003636507580445,,,,,,,,,
1281086829,11484357956,0,1236753334,residential,False,True,125.59468362462218,,,,,,,,,
1281086863,1281074290,0,112770379,residential,False,True,164.65422778127146,,,,,,,,,
1281086863,1281083099,0,112772152,residential,False,False,113.23527586909456,,,,,,,,,
1281086863,10874967749,0,112772875,residential,False,False,150.64921417239927,,,,,,,,,
1281086863,1281070290,0,112774841,residential,False,True,52.6332326328021,,,,,,,,,
1281086905,1281070551,0,1237201210,primary,False,False,201.42082238492884,,大谷狼煙飯田線,28,2,30,,,,
1281086905,11506868442,0,1237201210,primary,False,True,32.490814025897045,,大谷狼煙飯田線,28,2,30,,,,
1281086905,1281133262,0,1238503942,residential,False,True,104.92547093695774,,,,,,,,,
1281086929,1281136942,0,112774972,unclassified,False,False,49.522879810483005,,,,,,,,,
1281086929,11486142985,0,112773696,unclassified,False,False,60.27396713607892,,,,,,,,,
1281086929,11486147238,0,112774745,unclassified,False,True,82.30230388363438,,,,,,,,,
1281086930,5938349497,0,1075614674,residential,False,False,55.453795898256885,,,,,,,,,
1281086940,1281092638,0,112771058,unclassified,False,True,377.7800816430636,,,,,,,,,
1281086940,1281093788,0,"[112773466, 112771710]",unclassified,False,False,827.0942783536545,,,,,,,,,
1281086940,1281148891,0,112773086,residential,False,True,281.50850887121254,,,,,,,,,
1281086974,6909369383,0,112773422,trunk,False,False,82.85762489970938,,国道249号,249,2,60,,,,
1281086974,1281085123,0,112774075,trunk,False,False,211.97487861909588,,国道249号,249,2,60,,,,
1281086974,1281085123,1,"[112774305, 112772955]","['unclassified', 'residential']",False,"[False, True]",540.4214759728368,,,,,,,,,
1281087032,1281099933,0,112771181,unclassified,False,True,196.34747202960136,,,,,,,,,
1281087032,1281138389,0,112773992,unclassified,False,True,190.94528103480695,,,,,,,,,
1281087032,1281146913,0,112774894,unclassified,False,False,90.19252931274626,,,,,,,,,
1281087084,1281091554,0,112770453,tertiary,False,True,211.76462070199503,,,,,,,,,
1281087084,1281083897,0,112772316,unclassified,False,True,194.18656641398888,,,,,,,,,
1281087084,1281124997,0,112773253,unclassified,False,False,297.21754728424327,,,,,,,,,
1281087098,1281133057,0,112771311,trunk,False,False,271.5019429568987,,大谷道路,249,2,,,,,
1281087098,1281137709,0,"[112770506, 112774770, 112771311]",trunk,False,True,404.0901562444255,yes,大谷道路,249,2,,,,,
1281087098,1281148245,0,"[112774764, 112771781]",unclassified,False,True,794.9159780888225,,,,,,,,,
1281087125,1281080558,0,112771182,unclassified,False,False,426.72641111078036,,,,2,,,,,
1281087125,5265227596,0,112773128,tertiary,False,False,453.41737676647995,,,,2,,,,,
1281087125,1281070598,0,112773128,tertiary,False,True,343.0358506441112,,,,2,,,,,
1281087138,1281126546,0,112772285,tertiary,False,True,64.8569112338886,,,,2,,,,,
1281087138,1281138401,0,112772285,tertiary,False,False,77.88664952419151,,,,2,,,,,
1281087138,11486992459,0,1236951758,unclassified,False,False,66.23685121313325,,,,,,,,,
1281087193,11484357945,0,1236753331,residential,False,True,126.42959194743648,,,,,,,,,
1281087193,1281086829,0,1236753332,residential,False,False,44.003636507580445,,,,,,,,,
1281087193,1281088474,0,"[112775029, 1236753332, 1236753333]",residential,False,True,173.3402804368465,,,,,,yes,,,
1281087269,1281134688,0,1237257484,primary,False,True,76.61096953533506,,折戸飯田線,52,2,,,,,
1281087269,11491351998,0,1237234326,primary_link,False,True,90.62535627223721,,,,,,,,,
1281087269,1281121312,0,1237257484,primary,False,False,69.86889113670442,,折戸飯田線,52,2,,,,,
1281087280,1281144640,0,112771322,secondary,False,True,56.54987229141861,,高屋出田線,285,2,,,,,
1281087280,11494439437,0,112771322,secondary,False,False,139.2140058270335,,高屋出田線,285,2,,,,,
1281087280,5938306234,0,"[628961100, 628961101, 628961102]","['unclassified', 'residential']",False,True,64.93568066513119,yes,,,,,,,,
1281087308,11492594312,0,112771339,residential,False,False,48.59218871521881,,,,,,,,,
1281087308,1281097651,0,112773208,residential,False,True,56.695660467345235,,,,,,,,,
1281087308,11491621421,0,112774742,residential,False,True,54.46805360167559,,,,,,,,,
1281087344,11489728484,0,"[112772725, 112773094, 112770423]",unclassified,False,"[False, True]",623.5667315312453,,,,,,,,,
1281087344,11489728484,1,1237127852,unclassified,False,False,226.39221830942316,,,,,,,,,
1281087344,1281081818,0,112773094,unclassified,False,True,691.5666499697236,,,,,,,,,
1281087365,1281127764,0,"[112772452, 112772911]",residential,False,False,302.64041462005497,,,,,,,,,
1281087432,1281134904,0,112770587,unclassified,False,True,97.41711336752617,,,,,,,,,
1281087432,1281112339,0,112770593,residential,False,False,56.468190474048995,,,,,,,,,
1281087432,1281106522,0,112772442,unclassified,False,False,307.29673573230383,,,,,,,,,
1281087517,1281117216,0,112770971,unclassified,False,True,151.93254510272064,,,,,,,,,
1281087517,1281117216,1,112772711,unclassified,False,True,130.5142741786444,,,,,,,,,
1281087517,1281071264,0,112774781,unclassified,False,False,130.89540789006585,,,,,,,,,
1281087529,1281084763,0,"[112770698, 112771461, 112771902]",unclassified,False,False,515.7370245798704,,,,,,,,,
1281087529,1281078096,0,1237487322,primary,False,False,1604.4977707343514,,珠洲里線,40,2,,,,,
1281087529,1281106785,0,1237487322,primary,False,True,488.3381841683277,,珠洲里線,40,2,,,,,
1281087570,3762333388,0,1237158690,secondary,False,False,2.719107622764465,,粟津正院線,287,,40,,,,
1281087570,1281128350,0,112773301,tertiary,False,True,669.0999517716848,,,,2,,,,,
1281087570,1281076525,0,685784902,primary,False,False,146.20882663501544,,蛸島港線,12;28,2,50,,,,
1281087570,1281120796,0,"[1237158691, 880042052]",primary,False,True,528.513942801639,,蛸島港線,12;28,2,40,,,,
1281087603,1281109518,0,"[112772073, 112771930]","['unclassified', 'residential']",False,False,1025.7183033662066,,,,,,,,,
1281087604,1281143000,0,112770933,unclassified,False,True,347.3270829593235,,,,,,,,,
1281087605,1281084744,0,112771437,unclassified,False,False,791.2459153688588,,,,,,,,,
1281087605,1281128791,0,"[112771264, 112774381, 112773326, 112772757, 112771480]",unclassified,False,"[False, True]",2538.6848963158695,,,,,,,,,
1281087605,1281078757,0,"[112770690, 112771491, 112774952, 112770345, 112774698, 112774347, 112771404, 112773455, 112773009, 112774261, 112772280, 112772124]",unclassified,False,"[False, True]",5605.939843566068,,,,,,,,,
1281087651,1281089505,0,"[1237045234, 1237044796, 982041021, 1237044660]",unclassified,False,True,505.5588716972155,,,,,,,,,
1281087661,1281080066,0,112772110,primary,False,False,233.13992653170536,,珠洲里線,40,2,,,,,
1281087661,11486237395,0,112772110,primary,False,True,106.37408899941072,,珠洲里線,40,2,,,,,
1281087661,11486237397,0,1236851901,unclassified,False,False,110.02610394493566,,,,,,,,,
1281087698,1281069369,0,112771468,primary,False,False,168.5917375170858,,折戸飯田線,52,2,,,,,
1281087698,1281098494,0,"[1237299076, 112771468, 1237118765, 1237118766, 1237118767]",primary,False,True,753.6476007708023,yes,折戸飯田線,52,2,,,,,
1281087698,1281097997,0,1238499267,residential,False,False,31.904360439109475,,,,,,,,,
1281087720,1281101493,0,112771817,unclassified,False,False,3.5288145737432473,,,,,,,,,
1281087720,1281138020,0,112774023,unclassified,False,True,56.713862411511485,,,,,,,,,
1281087720,1281098586,0,112774403,residential,False,False,142.3276737663707,,,,,,,,,
1281087721,1281076792,0,112770362,tertiary,False,True,211.30970675910172,,,,,,,,,
1281087721,11491727514,0,1237257484,primary,False,False,52.71771130579384,,折戸飯田線,52,2,,,,,
1281087721,1281135275,0,1237257484,primary,False,True,544.0863022823459,,折戸飯田線,52,2,,,,,
1281087796,1281080095,0,112770486,primary,False,False,569.5156830296927,,大谷狼煙飯田線,28,2,40,,,,
1281087796,1281082135,0,112770486,primary,False,True,628.3338909025558,,大谷狼煙飯田線,28,2,40,,,,
1281087796,1281083039,0,112771952,unclassified,False,True,166.63143198662019,,,,,,,,,
1281087861,1281085599,0,"[112771115, 112771276, 112772454]",unclassified,False,True,2246.9583930813724,,,,,,,,,
1281087861,1281086493,0,112772226,unclassified,False,True,86.40762501539359,,,,,,,,,
1281088024,6909369383,0,112773422,trunk,False,True,10.775513159172714,,国道249号,249,2,60,,,,
1281088024,1281081981,0,112771359,trunk,False,False,187.4163988070123,,国道249号,249,2,60,,,,
1281088024,1281122141,0,112773933,residential,False,False,213.67324778571415,,,,,,,,,
1281088029,1281134707,0,112771448,unclassified,False,False,178.0666860860318,,,,,,,,,
1281088029,5938306336,0,112771448,unclassified,False,True,130.62531697223463,,,,,,,,,
1281088029,1281072608,0,112772656,unclassified,False,True,277.8083330867906,,,,,,,,,
1281088193,1281144344,0,112770406,tertiary,False,False,14.760523659381526,,国道249号旧道,,2,40,,,,
1281088193,11491870745,0,112770406,tertiary,False,True,262.40728303231367,,国道249号旧道,,2,40,,,,
1281088193,1281111405,0,"[112773281, 112771895]",unclassified,False,True,278.4099537485916,,,,,,,,,
1281088213,1281148021,0,112770981,unclassified,False,False,100.15809669154292,,,,,,,,,
1281088213,1281134374,0,112771917,unclassified,False,False,257.81585893543263,,,,,,,,,
1281088213,1281083099,0,112774105,unclassified,False,False,86.19036087516696,,,,,,,,,
1281088215,1281071040,0,112771933,tertiary,False,True,1174.7185132088441,,,,,,,,,
1281088215,1281136514,0,112773092,tertiary,False,False,633.1632545653065,,,,2,,,,,
1281088215,1281143950,0,"[112774316, 112773092, 112772070]",tertiary,False,True,526.0854284212577,,,,2,,yes,,,
1281088235,1281124494,0,112772110,primary,False,False,199.3178353946296,,珠洲里線,40,2,,,,,
1281088235,1281118316,0,112772110,primary,False,True,57.114381420969195,,珠洲里線,40,2,,,,,
1281088235,1281141631,0,"[112773011, 112774700, 112774263]",unclassified,False,"[False, True]",237.54613591333674,yes,,,,,,,,
1281088281,1281070192,0,112770402,residential,False,True,348.4745508069588,,,,,,,,,
1281088327,1281085892,0,112773421,unclassified,False,False,453.2054350203877,,,,,,,,,
1281088327,1281086015,0,"[112773305, 1237202810, 1237202811, 1237163741, 1237163742]",unclassified,False,False,307.98162015982103,yes,,,,,,,,
1281088327,1281148068,0,"[112771234, 1237202812, 1237202813]",residential,False,True,341.7414968966387,yes,,,,,,,,
1281088329,1281099564,0,112773595,tertiary,False,True,216.21440091408542,,,,2,40,,,,
1281088329,1281089604,0,"[112770374, 112773737, 112771435, 112771279, 112772180]",unclassified,False,"[False, True]",473.1043721645891,,,,,,yes,,,
1281088339,1281099255,0,112771397,unclassified,False,True,68.78705285018593,,,,,,,,,
1281088339,1281075093,0,112773912,unclassified,False,True,140.06152175633218,,,,,,,,,
1281088339,1281143491,0,112775035,unclassified,False,False,350.212181889938,,,,,,,,,
1281088408,1281133795,0,"[1237487324, 112772756, 112771741]",secondary,False,False,745.3499164820275,yes,若山上戸線,280,,,,,,
1281088408,1281107349,0,112772110,primary,False,True,890.368828975176,,珠洲里線,40,2,,,,,
1281088408,11476114070,0,1237487322,primary,False,False,124.58583365532353,,珠洲里線,40,2,,,,,
1281088426,1281138350,0,"[1237160282, 880042046]",primary,False,True,91.24679760712588,,蛸島港線,12;28;52,2,40,,,,
1281088426,1281107224,0,"[1237160283, 1237160284]",trunk,False,False,64.68194874919665,,国道249号,249,2,40,,,,
1281088426,1281137168,0,"[1237160285, 112774478]",tertiary,False,False,217.21826454374883,,珠洲道路,,2,,,,,
1281088426,1281146191,0,1237160286,trunk,False,True,37.23393592207452,,国道249号,249,2,40,,,,
1281088443,11493040630,0,112771139,unclassified,False,True,436.88441122506754,,,,,,,,,
1281088443,1281128350,0,112773301,tertiary,False,False,525.0659147443926,,,,2,,,,,
1281088443,1281070188,0,"[112773993, 112773948, 112773301]",tertiary,False,"[False, True]",820.8890331822054,yes,,,2,,,,,
1281088474,1281145767,0,112771450,tertiary,False,True,161.92589879061964,,国道249号旧道,,2,40,,,,
1281088474,1281072592,0,112771450,tertiary,False,False,276.2191444681477,,国道249号旧道,,2,40,,,,
1281088474,1281087193,0,"[1236753332, 112775029, 1236753333]",residential,False,False,173.34028043684654,,,,,,yes,,,
1281088508,1281143603,0,112771151,residential,False,True,19.030979064455295,,,,,,,,,
1281088520,1281085230,0,112771249,unclassified,False,True,281.7473392732619,,,,,,,,,
1281088520,1281086395,0,112771322,secondary,False,False,756.2590124924085,,高屋出田線,285,2,,,,,
1281088520,1281088524,0,112771322,secondary,False,True,1145.3093466424812,,高屋出田線,285,2,,,,,
1281088524,11490281107,0,"[112770643, 112770903]",residential,False,False,488.8902801100678,,,,,,,,,
1281088524,1281088520,0,112771322,secondary,False,False,1145.3093466424805,,高屋出田線,285,2,,,,,
1281088524,1281133396,0,"[112771322, 1237185643, 1237185642]",secondary,False,True,1907.5878246578163,yes,高屋出田線,285,2,,,,,
1281088539,1281136881,0,112772863,unclassified,False,False,358.97284879967157,,,,,,,,,
1281088539,1281078071,0,"[112775040, 112773700, 112774246, 112770823, 112774891]",unclassified,False,True,2525.821435565825,,,,,,,,,
1281088539,1281146009,0,"[923272656, 923272657, 112771085, 112774342]",unclassified,False,True,1181.1648732377996,yes,,,,,,,,
1281088615,1281104391,0,112770969,unclassified,False,True,133.01510259984235,,,,,,,,,
1281088615,1281136858,0,112773359,trunk,False,False,341.15160183493333,,国道249号,249,2,40,,,,
1281088615,5106598465,0,112773359,trunk,False,True,147.69314708990714,,国道249号,249,2,40,,,,
1281088723,1281128066,0,112770260,residential,False,True,117.10348085560845,,,,,,,,,
1281088723,1281105209,0,464726853,primary,False,False,129.82460813304266,,大谷狼煙飯田線,28,2,,,,,
1281088723,1281074227,0,464726853,primary,False,True,182.61315081258107,,大谷狼煙飯田線,28,2,,,,,
1281088757,1281068967,0,112774557,unclassified,False,True,308.61727402141463,,,,,,,,,
1281088828,1281131454,0,112772067,unclassified,False,True,23.406207638422153,,,,,,,,,
1281088828,1281076042,0,112774248,residential,False,False,54.09158606966221,,,,,,,,,
1281088828,1281130066,0,112773032,unclassified,False,False,135.58417946348268,,,,,,,,,
1281088847,1281083802,0,"[112772240, 112770751]",residential,False,False,344.90473975389676,,,,,,,,,
1281088847,1281126071,0,544702434,primary,False,False,185.21660595710114,,大谷狼煙飯田線,28,2,,,,,
1281088847,1281096337,0,544702434,primary,False,True,273.77029375275254,,大谷狼煙飯田線,28,2,,,,,
1281088895,1281127880,0,112772654,unclassified,False,True,66.69049307921598,,,,,,,,,
1281088895,1281108298,0,112773975,unclassified,False,False,58.08927085981294,,,,,,,,,
1281088895,1281131496,0,112774012,unclassified,False,False,61.44079218121111,,,,,,,,,
1281089037,1281143890,0,685539041,residential,False,False,112.6736160236314,,,,,,,,,
1281089037,1281120227,0,"[685539041, 112772041, 112773830]","['unclassified', 'residential']",False,"[False, True]",86.7007985853586,yes,,,,,,,,
1281089037,11492640700,0,1237372582,residential,False,True,52.35215107890297,,,,,,,,,
1281089045,1281076464,0,112770468,unclassified,False,True,109.30255563721494,,,,,,,,,
1281089045,1281144263,0,112772561,unclassified,False,True,189.80231535543527,,,,,,,,,
1281089045,1281144370,0,"[112774392, 112772491, 112773397]",unclassified,False,True,78.81388794332095,yes,,,,,,,,
1281089124,11491737661,0,372747485,unclassified,False,True,179.22674419891683,,,,,,,,,
1281089124,2548160207,0,442833271,secondary,False,False,131.14516287643627,,粟津正院線,287,,,,,,
1281089124,1281097412,0,"[112770536, 442833270, 442833271]",secondary,False,"[False, True]",111.90489885393394,yes,粟津正院線,287,,,,,,
1281089239,9526120770,0,1317538757,trunk,False,False,21.4655627640772,,国道249号,249,2,40,,,,
1281089239,9572654228,0,"[112771992, 112774058, 112772133, 112770686]",unclassified,False,"[False, True]",219.22600092874734,yes,,,,,,,,
1281089239,1281100553,0,1317538757,trunk,False,True,66.95752010401712,,国道249号,249,2,40,,,,
1281089364,1281123715,0,1237259534,trunk,False,False,47.12601152436504,,国道249号,249,2,40,,,,
1281089492,1281089604,0,112771801,unclassified,False,False,142.19412438410606,,,,,,,,,
1281089492,11496903660,0,127757438,trunk,False,True,537.2888358732978,,国道249号,249,2,60,,,,
1281089505,1281087651,0,"[1237045234, 1237044660, 982041021, 1237044796]",unclassified,False,False,505.55887169721547,,,,,,,,,
1281089505,1281134844,0,"[1237207598, 1237207599]",primary,False,False,458.12251880740564,,大谷狼煙飯田線,28,2,,,,,
1281089505,1281093991,0,"[1237206241, 1237207598]",primary,False,True,294.63667931745914,,大谷狼煙飯田線,28,2,,,,,
1281089528,1281085792,0,"[112770370, 421303260, 421303261]",tertiary,False,True,389.960514070185,yes,,,,,,,,
1281089528,1281072954,0,112773580,tertiary,False,False,267.74078782600344,,,,,,,,,
1281089528,1281069066,0,"[737900698, 737900699, 112774188, 112771620]",unclassified,False,True,770.1813831559849,yes,,,,,,,,
1281089580,1281070833,0,112770536,secondary,False,False,87.12488772891437,,粟津正院線,287,,,,,,
1281089580,1281094070,0,112770536,secondary,False,True,372.861733783193,,粟津正院線,287,,,,,,
1281089580,1281097318,0,112770555,residential,False,False,318.4223351698149,,,,,,,,,
1281089604,1281088329,0,"[112770374, 112773737, 112771435, 112771279, 112772180]",unclassified,False,"[False, True]",473.10437216458905,,,,,,yes,,,
1281089604,1281101893,0,"[112772720, 112771585]",unclassified,False,False,1576.5012536681907,,,,,,,,,
1281089604,1281089492,0,112771801,unclassified,False,True,142.19412438410603,,,,,,,,,
1281089695,1281117216,0,112772643,unclassified,False,False,157.44045870190286,,,,,,,,,
1281089695,1281093997,0,628961109,unclassified,False,True,77.32478740176995,,,,,,,,,
1281089695,1281084359,0,"[926075760, 926075761, 112771307]",residential,False,False,361.77851143496713,yes,,,,,,,,
1281089740,1281116197,0,112773072,unclassified,False,False,45.9335810351226,,,,,,,,,
1281089740,1281109535,0,112773072,unclassified,False,True,50.636095129853636,,,,,,,,,
1281089740,10913801378,0,1174510385,residential,False,False,79.54201902143498,,,,,,,,,
1281089783,11493122484,0,112770437,unclassified,False,False,99.55397445824408,,,,,,,,,
1281089783,1281121895,0,112770854,unclassified,False,True,151.5727098169254,,,,,,,,,
1281089783,4598110322,0,"[112772930, 112770365]",unclassified,False,False,83.91401430081022,,,,,,,,,
1281089892,1281075398,0,112771390,unclassified,False,False,53.30776831037968,,,,,,,,,
1281089892,1281144961,0,112772031,unclassified,False,True,57.11640882610595,,,,,,,,,
1281089892,4598154695,0,464735198,residential,False,True,46.90700918804947,,,,,,,,,
1281089908,1281070695,0,112770453,tertiary,False,False,35.071377250776706,,,,,,,,,
1281089908,1281111248,0,112770453,tertiary,False,True,765.569939968199,,,,,,,,,
1281089908,1281079623,0,"[112771280, 112771360]",unclassified,False,True,545.1987758195877,,,,,,,,,
1281090076,1281117056,0,112770740,tertiary,False,False,655.4839461392705,,,,,,,,,
1281090076,1281143041,0,112771552,secondary,False,False,297.6969304206719,,上黒丸大谷線,272,2,,,,,
1281090076,1281098421,0,112771552,secondary,False,True,767.047771134231,,上黒丸大谷線,272,2,,,,,
1281090120,1281142514,0,"[112772276, 112770924, 1237118764]",primary,False,False,191.0580435696291,yes,折戸飯田線,52,2,,,,,
1281090120,1281134664,0,112770924,primary,False,True,98.72642219444386,,折戸飯田線,52,2,,,,,
